pmid,source,projects_for_source,source_found,source_status,reason,journal_or_container,source_primary_path,article_path,tables_path_or_glob,table_files,title,table_count,coord_table_count,supplement_cue_count,incomplete_cue_count,html_path_count,incomplete_cues,evidence_signals,evidence_snippet
20571434,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Journal of clinical psychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of clinical psychopharmacology/20571434.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of clinical psychopharmacology/20571434.html,,,THE EFFECT OF ARIPIPRAZOLE ON CUE-INDUCED BRAIN ACTIVATION AND DRINKING PARAMETERS IN ALCOHOLICS - PMC,2,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:15,Group Region X Y Z T value Cluster Size Placebo Right inferior occipital 33 -90 -6 8.41 472 Left superior/medial frontal -21 33 57 5.46 142 Left inferior occipital -39 -69 -9 4.68 68 Left VTA -3 3 -18 4.68 21 Left middle occipital -30 -96 -3 4.29 119 Inferior temporal -48 6 -36 3.82 17 Left parahippocapus -21 -18 -24 3.77 21 Right ventral striatum 
20703221,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology/20703221.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology/20703221.html,,,Neural Substrates of Attentional Bias for Smoking-Related Cues: An fMRI Study - PMC,1,1,1,0,1,,coord_tables:1|coord_keyword_tables:0|xyz_header_tables:1|max_triplets_in_table:8,"Brain area Brodmann area x y z Volume (mm 3 ) r Positive correlation Insula 13 35 3.5 -10 934 0.56 Parahippocampal gyrus 35, 36 22 -35 -14 1088 0.64 Amygdala, hippocampus, parahippocampal gyrus, insula 13, 36 -28 0 -14 1255 0.61 Middle occipital gyrus, fusiform gyrus 18, 19 -35 -86 -8 1300 0.58 Negative correlation Precuneus 7 -3 -35 43 910 -0.55 P"
20705602,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/20705602.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/20705602.html,,,Eyes on me: an fMRI study of the effects of social gaze on action control,0,0,1,0,1,,table_expansion_links:1|table_external_links:0|table_placeholders:8|example_link:393/T1.expansion.html,"al cortex, ACC: anterior cingulate cortex, DMPFC: dorsal medial prefrontal cortex, THA: thalamus, DS: dorsal striatum). View this table: In this window In a new window Table 1 Neural correlates Incongruent responses regardless of the stimulus type, i.e. t"
20729530,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,"Alcohol and alcoholism (Oxford, Oxfordshire)","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Alcohol and alcoholism (Oxford, Oxfordshire)/20729530.html","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Alcohol and alcoholism (Oxford, Oxfordshire)/20729530.html",,,"fMRI BOLD Response in High-risk College Students (Part 1): During Exposure to Alcohol, Marijuana, Polydrug and Emotional Picture Cues - PMC",2,2,0,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:26,"Region MNI co-ordinates ( x , y , z ) Number of voxels Z Alcohol > neutral a Right insula 34, 16, 6 45 2.01 Left anterior cingulate -8, 30, -14 15 1.86 Left medial frontal gyrus -8, 50, -6 53 1.81 Left middle frontal gyrus -24, 48, -16 23 2.19 Right medial frontal gyrus 20, 50, 0 14 1.68 Left caudate -4, 12, 2 34 1.82 Right superior frontal gyrus 2"
20823246,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Proceedings of the National Academy of Sciences of the United States of America,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Proceedings of the National Academy of Sciences of the United States of America/20823246.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Proceedings of the National Academy of Sciences of the United States of America/20823246.html,,,Oral methylphenidate normalizes cingulate activity in cocaine addiction during a salient cognitive task - PMC,1,1,5,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:28,"BA Side Number of voxels Z P cluster-level corrected x y z MPH > PL rvACC/mOFC 32 M 59 4.5 0.003 * 0 36 -3 cdACC 24 L 74 5.4 0.038 6 -9 42 MPH < PL Posterior cingulate cortex 23, 31 L 481 5.2 0.000 -9 -30 30 CUD: MPH > PL rvACC/mOFC 10, 32 M 46 5.0 0.006 * 0 36 -3 cdACC 24, 32 R 101 4.2 0.012 6 -9 45 24, 32 L 101 4.2 0.012 -3 9 36 Superior occipita"
21078704,ace_html,projects/vbm_of_substance_use/v2,True,found,missed_in_main_text,The American journal of psychiatry,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The American journal of psychiatry/21078704.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The American journal of psychiatry/21078704.html,,,Association of Frontal and Posterior Cortical Gray Matter V olume With Time to Alcohol Relapse: A Prospective Study - PMC,2,1,1,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:0|max_triplets_in_table:7,"Cluster p b Voxels in Cluster Cluster Volume (ml) Brodmann’s Areas Lateral prefrontal: inferior frontal gyrus, middle frontal gyrus, superior frontal gyrus 0.004 8,060 27.20 10, 11, 45, 46 Parietal-occipital: precuneus, cuneus, posterior cingulate gyrus 0.009 6,886 23.24 17, 18, 19, 23/31 Medial frontal: paracentral lobule, superior frontal gyrus, "
21106817,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,The Journal of neuroscience : the official journal of the Society for Neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/21106817.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/21106817.html,,,Neural Representations of Relevant and Irrelevant Features in Perceptual Decision Making - PMC,2,1,3,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:45,Region Hemi Coordinates T stat Overlap X Y Z Attend-motion SFG L -24 -11 58 -19.76 5 mIPS L -24 -69 55 -16.34 5 SFG R 30 -9 52 -15.01 5 aIPS L -38 -46 45 -9.61 5 SMA M 0 1 63 -16.71 4 SMA M -2 12 57 -13.31 4 mIPS R 26 -76 44 -11.54 4 PMC L -46 -2 41 -11.48 4 mIPS R 22 -71 62 -11.36 4 aINS L -30 22 8 -10.72 4 pIPS L -24 -76 26 -10.21 4 aINS R 42 18 
21199958,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Archives of general psychiatry,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Archives of general psychiatry/21199958.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Archives of general psychiatry/21199958.html,,,Effects of Varenicline on Smoking Cue–Triggered Neural and Craving Responses - PMC,6,4,1,0,1,,coord_tables:4|coord_keyword_tables:0|xyz_header_tables:4|max_triplets_in_table:37,Region Both Groups at Time 1 Varenicline Group at Time 2 Placebo Group at Time 2 x y z t x y z t x y z t VS and medial OFC bilateral b -6 28 18 3.77 -2 18 -14 3.45 Medial OFC b -10 60 -20 -4.21 4 52 -14 -5.63 -8 48 -14 -3.58 -10 26 -20 -3.75 Superior frontal gyrus -14 70 6 -6.84 Dorsolateral prefrontal cortex 36 54 18 -5.04 Amygdala 44 12 -22 -3.02
21248113,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,The Journal of neuroscience : the official journal of the Society for Neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/21248113.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/21248113.html,,,Spontaneous Action Representation in Smokers when Watching Movie Characters Smoke - PMC,1,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:19,Brain region Side BA t Value Coordinates of peak activation x y z Anterior intraparietal sulcus L 40 5.46 -39 -48 42 Anterior intraparietal sulcus R 40 5.30 45 -48 48 Dorsal premotor cortex L 6 5.04 -21 9 51 Dorsal premotor cortex R 6 6.23 24 12 60 Dorsal anterior cingulate cortex L 6/32 5.78 -6 24 39 Dorsal anterior cingulate cortex R 18 3.17 9 30
21316465,elsevier_output,projects/cue_reactivity/v5,True,found,tables_present_no_coordinate_content,elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/21316465/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/21316465/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/21316465/tables/*.csv,/home/zorro/repos/autonima-results/articles/elsevier_output/21316465/tables/01_t0005.csv|/home/zorro/repos/autonima-results/articles/elsevier_output/21316465/tables/02_t0010.csv,Stability of fMRI striatal response to alcohol cues: A hierarchical linear modeling approach,2,0,0,0,0,,table_count:2|coord_keywords:2|triplets:0|no_coord_table_detected,"<full-text-retrieval-response xmlns=""http://www.elsevier.com/xml/svapi/article/dtd"" xmlns:bk=""http://www.elsevier.com/xml/bk/dtd"" xmlns:cals=""http://www.elsevier.com/xml/common/cals/dtd"" xmlns:ce=""http://www.elsevier.com/xml/common/dtd"" xmlns:ja=""http://www.elsevier.com/xml/ja/dtd"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:sa=""http://www"
21325535,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,The Journal of neuroscience : the official journal of the Society for Neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/21325535.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/21325535.html,,,Dissociating the Effect of Noise on Sensory Processing and Overall Decision Difficulty - PMC,3,1,1,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:16,"MNI coords ( x , y , z ) t (15) value Cluster size Area N-p > N-a 32, -84, 8 9.00 1074 R Mid occipital (DOT-LOS) 26, -88, -5 8.75 R Inf occipital -30, -90, 10 7.11 660 L Mid occipital (DOT-LOS) -26, -82, -10 6.23 L Inf occipital -28, -60, -10 4.80 L fusiform (VOT-mpFs) 50, -56, -10 6.69 140 R Inf temporal 32, -44, -16 5.24 33 R fusiform (VOT-mpFs) "
21354189,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Neuropsychologia,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychologia/21354189.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychologia/21354189.html,,,Uncovering Putative Neural Markers of Risk Avoidance - PMC,2,2,0,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:75,Region Cluster Size x y z Z Prob40+60 > Prob100 Precuneus 6872 24 -60 52 6.22 24 -66 58 5.56 24 -66 48 5.31 Superior parietal lobule 24 -60 60 5.8 Fusiform gyrus 22 -92 -10 5.14 Middle occipital gyrus 38 -88 4 5.12 Lateral occipital cortex 5909 -26 -90 2 6.04 Middle occipital gyrus -24 -96 10 5.09 Cuneus -20 -96 4 5.51 -24 -84 14 5.2 Precuneus -26 
21383264,ace_html,projects/vbm_of_substance_use/v2,True,found,missed_in_main_text,Archives of general psychiatry,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Archives of general psychiatry/21383264.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Archives of general psychiatry/21383264.html,,,Gene by Disease Interaction on Orbitofrontal Gray Matter in Cocaine Addiction - PMC,4,2,0,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:16,"Region, BA MNI Coordinates peak voxel x, y, z Z score Cluster size (mm 3 ) SPM5 P value b CUD < CON (N=82) OFC, 11 -22 24 -16 3.79 393 .036 DLPFC, 9 36 20 27 3.99 293 .020 Temporal, 37 50 -53 2 3.89 1116 .036 Hippocampus 35 -12 -16 4.30 5238 .036 Parahippocampus, 34 31 2 -18 3.55 .021 CUD-L < CON-L (N=42) OFC, 11 -21 25 -16 4.01 1251 .037 Gyrus Rec"
21418787,ace_html,projects/vbm_of_ptsd/v1,True,found,missed_in_main_text,manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/manual/21418787.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/manual/21418787.html,,,Structural brain abnormalities common to posttraumatic stress disorder and depression - PMC,5,5,1,0,1,,coord_tables:5|coord_keyword_tables:5|xyz_header_tables:5|max_triplets_in_table:14,"Foci of activation Brodmann area MNI coordinate z score Cluster size x y z Middle cingulate cortex 6 2 -7 41 4.23 780 Superior frontal gyrus/medial frontal gyrus/anterior cingulate gyrus 8, 9, 10, 32 3 54 30 4.12 605 Right middle frontal gyrus/superior frontal gyrus 8, 9, 10 34 25 52 4.07 1260 Right angular gyrus † 39 55 -55 37 3.92 304 Right super"
21451019,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,The Journal of neuroscience : the official journal of the Society for Neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/21451019.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/21451019.html,,,"The Known Unknowns: Neural Representation of Second-Order Uncertainty, and Ambiguity - PMC",4,1,2,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:0|max_triplets_in_table:17,"Brain regions Brodmann area of local maxima Hemisphere Voxel number Voxel t score Montreal Neurological Institute brain template coordinates of local maxima Responses to low second-order uncertainty (i.e. entropy) within ambiguous gambles Posterior cingulate, superior parietal lobule, postcentral gyrus, parahippocampal gyrus, precuneus, middle temp"
21606658,ace_html,projects/social/v3-search-all_pmids,True,found,supplement_only_or_referenced,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21606658.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21606658.html,,,The Role of the Right Hemisphere for Processing of Social Interactions in Normal Adults Using Functional Magnetic Resonance Imaging | Neuropsychobiology | Karger Publishers,0,0,1,0,1,,supplement_cue:Supplementary,"Functional magnetic resonance imaging , Right hemisphere , Social interactions This content is only available via PDF. Supplementary Material for: The Role of the Right Hemisphere for Processing of Social Interactions in Normal Adults Using Functional"
21691942,ace_html,projects/vbm_of_substance_use/v2,True,found,missed_in_main_text,Psychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/21691942.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/21691942.html,,,Elevated gray and white matter densities in cocaine abstainers compared to current users - PMC,3,2,1,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:0|max_triplets_in_table:22,"Significant clusters * Brodmann MNI coordinates Maximum a Users vs controls Lower signal intensity R Medial frontal gyrus 10/32 10 66 2 6.18 L Middle frontal gyrus 8/9 -28 34 44 4.79 R Inferior frontal gyrus 44/45 16 8 -16 4.64 L Inferior frontal gyrus 44/45 -42 26 -6 5.99 L Superior temporal gyrus 38 -28 10 -22 4.6 R Caudate 16 20 6 4.82 R, L Cere"
21710131,ace_html,projects/vbm_of_ptsd/v1,True,found,tables_linked_not_fetched,manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/manual/21710131.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/manual/21710131.html,,,Evidence of diffuse damage in frontal and occipital cortex in the brain of patients with post-traumatic stress disorder | Neurological Sciences | Springer Nature Link,0,0,0,0,1,,table_expansion_links:0|table_external_links:3|table_placeholders:0|example_link:/article/10.1007/s10072-011-0659-4/tables/1,Evidence of diffuse damage in frontal and occipital cortex in the brain of patients with post-traumatic stress disorder | Neurological Sciences | Springer Nature Link Evidence of diffuse damage in frontal and occipital cortex in the brain of patients with post-traumatic stress disorder | Neurological Sciences | Springer Nature Link Skip to main con
21766170,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Psychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/21766170.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/21766170.html,,,Smoking withdrawal is associated with increases in brain activation during decision making and reward anticipation: A preliminary study - PMC,2,1,2,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:25,"Brain Area Side # of voxels Z max MNI Coordinates x y Z Selection Phase (Abstinent > Satiated, Money > Control) Postcentral Gyrus L 1072 3.28 -26 -32 60 Insula R 393 3.43 44 -8 -12 Lingual Gyrus * L 385 2.80 -16 -56 -4 Rolandic Operculum * R 362 3.61 52 -26 22 Postcentral Gyrus R 333 2.97 34 -30 54 Cerebellum L 256 3.05 -2 -54 -16 Rolandic Operculu"
21790899,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Addiction biology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/21790899.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/21790899.html,,,Neural Correlates of Craving and Resisting Craving for Tobacco in Nicotine Dependent Smokers - PMC,5,5,0,0,1,,coord_tables:5|coord_keyword_tables:5|xyz_header_tables:5|max_triplets_in_table:41,"Contrast Cluster Z Max p Voxel MNI (x,y,z) Anatomy Smoke>Neutral 2 4.24 .0004 3706 18, 50, -8 R Frontal Middle Orbital Gyrus 3.97 14, 42, -6 3.92 4, 50, -8 4.16 -14, 36, -2 L Anterior Cingulate Gyrus 3.86 -6, 42, -8 L Frontal Mid Orbital Gyrus 3.78 -6, 54, -8 1 4.31 .0008 3316 6,-54, 28 R Precuneus 4.3 -8, -58, 24 L Precuneus 4.09 -6, -58, 38 3.5 -"
21849560,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21849560.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21849560.html,,,The Control of Mimicry by Eye Contact Is Mediated by Medial Prefrontal Cortex | Journal of Neuroscience,0,0,0,0,1,,table_expansion_links:0|table_external_links:1|table_placeholders:0|example_link:/highwire/markup/534902/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,"familywise error (FWE) correction of p < 0.05 over the whole brain are discussed and reported in Table 1 and Figure 2 . View this table: View inline View popup Table 1. Cortical activation for the hand movement task, inhibition of mimicry, eye contact eff"
21859165,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Journal of abnormal psychology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of abnormal psychology/21859165.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of abnormal psychology/21859165.html,,,Quitting-Unmotivated and Quitting-Motivated Cigarette Smokers Exhibit Different Patterns of Cue-Elicited Brain Activation When Anticipating an Opportunity to Smoke - PMC,6,3,0,0,1,,coord_tables:3|coord_keyword_tables:3|xyz_header_tables:3|max_triplets_in_table:20,MNI Coordinates Region BA Size (mm 3 ) x y z Average F ratio Cigarette > Control Posterior cingulate g 31 405 3 -20 36 20.52 Posterior cingulate g 31 513 1 -49 33 19.82 L Angular g 39 1512 -55 -61 31 20.74 Precuneus/cuneus 18/7 351 -2 -75 29 18.21 Rostral ACC/medial frontal g 32/9/10 5535 6 49 0 22.59 L Inferior frontal g 47/45 729 -47 24 -4 20.39 
21862446,ace_html,projects/social/v3-search-all_pmids,True,found,supplement_only_or_referenced,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21862446.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21862446.html,,,Orbitofrontal Cortex and Anterior Cingulate Cortex Are Modulated by Motivated Social Cognition | Cerebral Cortex | Oxford Academic,0,0,1,0,1,,supplement_cue:Supplementary,Navigation Volume 22 Issue 6 June 2012 Article Contents Abstract Introduction Materials and Methods Results Discussion Supplementary Material Funding References < Previous Next > Article Navigation Article Navigation Journal Article Orbitofrontal Corte
21864459,ace_html,projects/social/v3-search-all_pmids,True,found,unknown,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21864459.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21864459.html,,,Cerebral correlates and statistical criteria of cross-modal face and voice integration - PubMed,0,0,0,0,1,,no_coord_table_detected|no_supplement_cues_detected,"Cerebral correlates and statistical criteria of cross-modal face and voice integration - PubMed Cerebral correlates and statistical criteria of cross-modal face and voice integration - PubMed Clipboard, Search History, and several other advanced features are temporarily unavailable. Skip to main page content An official website of the United States"
21908447,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21908447.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21908447.html,,,Dissociable neural correlates of stereotypes and other forms of semantic knowledge,0,0,1,0,1,,table_expansion_links:2|table_external_links:0|table_placeholders:12|example_link:764/T1.expansion.html,ely). Bar graphs display the mean parameter estimates from these regions for non-social (red) and social (blue) trials. View this table: In this window In a new window Table 1 Peak voxel and number of voxels for brain regions obtained from the random-effe
21933719,ace_html,projects/decision_making/v2,True,found,supplement_only_or_referenced,Manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/21933719.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/21933719.html,,,The neural encoding of guesses in the human brain - ScienceDirect,0,0,2,0,1,,supplement_cue:Appendix|supplement_cue:Supplementary,cienceDirect Outline Abstract Keywords Introduction Materials and methods Results Discussion Conclusion Acknowledgments Appendix A. Supplementary data References Show full outline Cited by (24) Figures (2) Extras (1) Supplementary materials. NeuroI
21940454,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21940454.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/21940454.html,,,Supramodal Representation of Emotions | Journal of Neuroscience,0,0,0,0,1,,table_expansion_links:0|table_external_links:2|table_placeholders:0|example_link:/highwire/markup/536156/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,"which they were presented in incongruent trials, and their influence on the response patterns can be found in Table 1 . View this table: View inline View popup Table 1. Response patterns for incongruent trials A repeated-measures ANOVA ( F (3,21) = 14.7;"
21995446,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Addiction biology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/21995446.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/21995446.html,,,The effect of intravenous alcohol on the neural correlates of risky decision making in healthy social drinkers - PMC,1,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:40,Comparison Treatment Cluster size x y z t-score Brain region Choice: Risky > safe Placebo No clusters detected Alcohol 295 -9 -57 42 4.55 L. cingulate/precuneus 156 19 33 2 6.17 R. caudate/anterior cingulate 91 -7 15 8 5.13 L. caudate Interaction 339 19 -33 4 6.37 R. anterior cingulate/caudate 265 -17 27 12 4.66 L. anterior cingulate/caudate 208 -1
22006991,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Social cognitive and affective neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Social cognitive and affective neuroscience/22006991.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Social cognitive and affective neuroscience/22006991.html,,,Neural correlates of exposure to subliminal and supraliminal sexual cues - PMC,4,3,0,0,1,,coord_tables:3|coord_keyword_tables:3|xyz_header_tables:0|max_triplets_in_table:82,Region ∼BA Coordinates of peak activity F Z -score R caudate 10 12 0 13.20 3.37 L cingulate gyrus 24 -4 14 26 18.92 4.06 R cingulate gyrus 24 4 -16 42 17.55 3.90 L inferior frontal gyrus 45 -42 20 10 14.70 3.56 47 -34 18 -16 21.25 4.30 47 -38 28 -4 14.70 3.56 R inferior frontal gyrus 13 40 22 10 12.77 3.31 47 28 28 -10 16.41 3.77 L middle frontal g
22097928,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,The European journal of neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The European journal of neuroscience/22097928.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The European journal of neuroscience/22097928.html,,,Do brain responses to emotional images and cigarette cues differ? An fMRI study in smokers - PMC,2,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:18,Brain Area Hem BA Talairach Coordinates (mm) Cluster size (mm 3 ) t max x y z Visual association cortex Middle Temporal Gyrus L 37 -47 -64 4 6838 7.34 R 37 51 -59 2 13671 8.58 Inferior Parietal Lobule L 40 -40 -44 43 13725 7.22 R 40 33 -45 51 9870 8.14 Cuneus L 19 -25 -82 28 360 4.86 R 19 22 -77 34 662 4.05 Precuneus M 7 -4 -61 33 1265 5.89 Frontal
22114078,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Social cognitive and affective neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Social cognitive and affective neuroscience/22114078.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Social cognitive and affective neuroscience/22114078.html,,,Mindful attention reduces neural and self-reported cue-induced craving in smokers - PMC,3,2,1,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:7,Anatomic region BA Side Cluster size Peak activation (MNI) t x y Z Activations Precuneus 31 R 300 18 -46 30 4.77 Medial frontal gyrus 10 L 125 -4 50 -6 4.22 Deactivations L -22 2 34 3.58 Fusiform gyrus 37/19 R 111 30 -64 -12 4.90
22125232,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/22125232.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/22125232.html,,,Brain mechanisms for processing affective touch - Gordon - 2011 - Human Brain Mapping - Wiley Online Library,4,4,1,0,1,,coord_tables:4|coord_keyword_tables:4|xyz_header_tables:0|max_triplets_in_table:12,"Table I. Results of the arm versus baseline analysis Peak X Peak Y Peak Z T (21) P Number of voxels Results from contrasting of arm > baseline at q < 0.05, k > 12. R supramarginal gyrus 42 -28 22 6.436358 0.000002 3,535 R pSTS 51 -46 4 6.867306 0.000002 2,104 R ventrolateral PFC 30 32 10 6.472061 0.000001 1,422 R temporal pole 45 -7 -26 6.086636 0."
22250647,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,"Alcoholism, clinical and experimental research","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Alcoholism, clinical and experimental research/22250647.html","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Alcoholism, clinical and experimental research/22250647.html",,,Risky decision-making: An fMRI study of youth at high risk for alcoholism - PMC,3,2,0,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:17,"Anatomic Location Side x y z Volume (voxels) t -value Cohen’s d Risky (10/30) vs. Safe (70/90) Selection FHP Cluster 1: STG, MTG, MFG, IFG, PG, HIPP, AMYG, Basal Ganglia, Insula L -23 -2 -34 793 2.64 0.62 Cluster 2: SFG, PCG, PoCG, SPL, IPL L -44 -38 60 540 2.71 0.64 Cluster 3: MOG, LG, FG, Cuneus L -2 -89 -4 401 2.72 0.64 Cluster 4: STG, IFG, PG, "
